,INCIDENT_ID,INCIDENT_NUMBER,INCIDENT_NAME,INCTYP_ABBREVIATION,FINAL_ACRES,CAUSE,COMPLEX,DISCOVERY_DATE,DISCOVERY_DOY,EXPECTED_CONTAINMENT_DATE,FATALITIES,FUEL_MODEL,INCIDENT_DESCRIPTION,INC_IDENTIFIER,INJURIES_TOTAL,LL_CONFIDENCE,LL_UPDATE,LOCAL_TIMEZONE,POO_CITY,POO_COUNTY,POO_LATITUDE,POO_LONGITUDE,POO_SHORT_LOCATION_DESC,POO_STATE,PROJECTED_FINAL_IM_COST,START_YEAR,SUPPRESSION_METHOD,STR_DAMAGED_TOTAL,STR_DAMAGED_COMM_TOTAL,STR_DAMAGED_RES_TOTAL,STR_DESTROYED_TOTAL,STR_DESTROYED_COMM_TOTAL,STR_DESTROYED_RES_TOTAL,FATALITIES_RESPONDER,FATALITIES_PUBLIC,FINAL_REPORT_DATE,INCIDENT_ID_OLD,INC_MGMT_NUM_SITREPS,EVACUATION_REPORTED,PEAK_EVACUATIONS,STR_THREATENED_MAX,STR_THREATENED_COMM_MAX,STR_THREATENED_RES_MAX,TOTAL_AERIAL_SUM,TOTAL_PERSONNEL_SUM,WF_PEAK_AERIAL,WF_PEAK_AERIAL_DATE,WF_PEAK_AERIAL_DOY,WF_PEAK_PERSONNEL,WF_PEAK_PERSONNEL_DATE,WF_PEAK_PERSONNEL_DOY,WF_CESSATION_DATE,WF_CESSATION_DOY,WF_MAX_FSR,WF_MAX_GROWTH_DATE,WF_MAX_GROWTH_DOY,WF_GROWTH_DURATION,SUP_SERIES,SUP_METHOD_INITIAL,SUP_METHOD_FINAL,SUP_PERCENT_FS,FODJ_INCIDENT_ID,FOD_ID_LIST,FOD_FIRE_NUM,MTBS_FIRE_LIST,FOD_DISCOVERY_DOY,FOD_CONTAIN_DOY,FOD_CAUSE,FOD_FINAL_ACRES,FOD_FIRE_LIST,FOD_COORD_LIST,FOD_COMPLEX_NAME,FOD_CAUSE_NUM,FOD_COORD_NUM,MTBS_FIRE_NUM,LRGST_FOD_ID,LRGST_FOD_LATITUDE,LRGST_FOD_LONGITUDE,LRGST_MTBS_FIRE_INFO,LRGST_FOD_COORDS,FIRED_ID,FIRED_ACRES,FIRED_SIMPLE_FSR,FIRED_MAX_GROWTH,FIRED_IG_LON,FIRED_IG_LAT
79,1999_CA-KNF-2757_EAST,CA-KNF-2757,EAST,WF,1146,L,FALSE,7/24/99,205,,0,,,,0,H,TRUE,,,,41.73555556,-41.73555556,"Happy Camp, CA",CA,1836000,1999,,0,0,0,0,0,0,,,8/1/99,,4,,,,,,14,2284,5,7/27/99 0:00,208,742,7/27/99 0:00,208,7/27/99 0:00,208,382,7/27/99 0:00,208,3,"[nan, nan, nan, nan]",,,0,1999_CA-KNF-2757_EAST,[121927],1,['CA4175212334019990724-EAST'],205,222,['Natural'],1147,"[{'ID': 121927, 'MTBS_ID': 'CA4175212334019990724(EAST)', 'COORDS': (41.73555556, -123.35083329999999), 'CAUSE': 'Natural', 'SIZE': 1147.0, 'DISC': 205, 'CONT': 222.0}]","[(41.73555556, -123.35083329999999)]",,1,1,1,121927,41.73555556,-123.3508333,CA4175212334019990724(EAST),"(41.73555556, -123.35083329999999)",,,,,,
80,1999_CA-KNF-2957_STEIN,CA-KNF-2957,STEIN,WF,876,L,FALSE,9/5/99,248,,0,,,,0,,,,,,41.46666666666667,-123.3666667,"12 miles N, NE of Forks of the Salmon",CA,2201000,1999,,0,0,0,0,0,0,,,9/16/99,,12,,,,,,78,3280,12,9/7/99 0:00,250,444,9/9/99 0:00,252,9/9/99 0:00,252,400,9/5/99 0:00,248,4,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,0,1999_CA-KNF-2957_STEIN,[121816],1,,205,250,['Natural'],876,"[{'ID': 121816, 'COORDS': (41.40694444, -123.26833329999998), 'CAUSE': 'Natural', 'SIZE': 876.0, 'DISC': 205, 'CONT': 250.0}]","[(41.40694444, -123.26833329999998)]",,1,1,0,121816,41.40694444,-123.2683333,,"(41.40694444, -123.26833329999998)",,,,,,
81,1999_CA-KNP-0093_CONIFER,CA-KNP-0093,CONIFER,WF,84,H,FALSE,11/15/99,319,11/30/99,0,,,,0,,,,,,36.45,-118.7166667,PTV RAD 9 DIST 35,CA,,1999,,0,0,0,0,0,0,,,11/28/99,,2,,,,,,2,6,1,11/16/99 0:00,320,3,11/16/99 0:00,320,11/16/99 0:00,320,84,11/16/99 0:00,320,1,"[nan, nan]",,,0,1999_CA-KNP-0093_CONIFER,[248036],1,,319,364,['Debris and open burning'],263,"[{'ID': 248036, 'COORDS': (36.44839, -118.73151000000001), 'CAUSE': 'Debris and open burning', 'SIZE': 263.0, 'DISC': 319, 'CONT': 364.0}]","[(36.44839, -118.73151000000001)]",,1,1,0,248036,36.44839,-118.73151,,"(36.44839, -118.73151000000001)",,,,,,
82,1999_CA-KNP-76_WILLIAMS,CA-KNP-76,WILLIAMS,WFU,512,L,FALSE,9/18/99,261,0,0,,,,0,,,,,,36.73333333333333,-118.6833333,Cedar Grove,CA,16000,1999,,0,0,0,0,0,0,,,11/28/99,,23,,,,,,15,57,1,10/6/99 0:00,279,3,10/20/99 0:00,293,11/15/99 0:00,319,47,10/10/99 0:00,283,58,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,0,1999_CA-KNP-76_WILLIAMS,[248032],1,,261,,['Natural'],573,"[{'ID': 248032, 'COORDS': (36.7366, -118.6865), 'CAUSE': 'Natural', 'SIZE': 573.0, 'DISC': 261, 'CONT': 'unknown'}]","[(36.7366, -118.6865)]",,1,1,0,248032,36.7366,-118.6865,,"(36.7366, -118.6865)",,,,,,
83,1999_CA-LAC-99119650_GOAT CA LAC 99119650,CA-RSS-,GOAT CA LAC 99119650,WF,350,H,FALSE,7/21/99,202,07/25 1800,0,,,,0,,,,,,33.333333333333336,-118.3333333,Catalina Island above Goat Harbor,CA,,1999,,0,0,0,0,0,0,,,7/26/99,,4,,,,,,3,408,2,7/21/99 0:00,202,148,7/23/99 0:00,204,7/23/99 0:00,204,200,7/22/99 0:00,203,2,"[nan, nan, nan, nan]",,,0,1999_CA-LAC-99119650_GOAT CA LAC 99119650,[15001506],1,,202,206,['Missing data/not specified/undetermined'],350,"[{'ID': 15001506, 'COORDS': (33.33333333, -118.33333329999999), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 350.0, 'DISC': 202, 'CONT': 206.0}]","[(33.33333333, -118.33333329999999)]",,1,1,0,15001506,33.33333333,-118.3333333,,"(33.33333333, -118.33333329999999)",,,,,,
84,1999_CA-LPF-0703_CANYON,CA-LPF-0703,CANYON,WF,200,H,FALSE,8/2/99,214,8/3/99,0,,,,0,H,TRUE,,,,34.51861111,-34.51861111,"7 miles NE of Ojai, Ca.",CA,,1999,,0,0,0,0,0,0,,,8/4/99,,2,,,,,,8,900,4,8/3/99 0:00,215,450,8/3/99 0:00,215,8/3/99 0:00,215,200,8/3/99 0:00,215,1,"[nan, nan]",,,0,1999_CA-LPF-0703_CANYON,[119504],1,,214,221,['Recreation and ceremony'],200,"[{'ID': 119504, 'COORDS': (34.51861111, -119.38305559999999), 'CAUSE': 'Recreation and ceremony', 'SIZE': 200.0, 'DISC': 214, 'CONT': 221.0}]","[(34.51861111, -119.38305559999999)]",,1,1,0,119504,34.51861111,-119.3830556,,"(34.51861111, -119.38305559999999)",,,,,,
85,1999_CA-LPF-499_KING,CA-LPF-499,KING,WF,600,O,FALSE,6/22/99,173,6/24/99,0,,,,0,,,,,,34.68333333333333,-118.85,Approx 8 mi S/O Frazier Park,CA,750000,1999,,0,0,0,0,0,0,,,7/9/99,,8,,,,,,11,1575,3,6/22/99 0:00,173,728,6/23/99 0:00,174,6/22/99 0:00,173,600,6/22/99 0:00,173,0,"[nan, nan, nan, nan, nan, nan, nan, nan]",,,0,1999_CA-LPF-499_KING,[119476],1,,173,181,['Missing data/not specified/undetermined'],600,"[{'ID': 119476, 'COORDS': (34.7025, -118.93361110000001), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 600.0, 'DISC': 173, 'CONT': 181.0}]","[(34.7025, -118.93361110000001)]",,1,1,0,119476,34.7025,-118.9336111,,"(34.7025, -118.93361110000001)",,,,,,
86,1999_CA-LPF-797_CAMUSA,CA-LPF-797,CAMUSA,WF,180,L,FALSE,8/26/99,238,8/28 1800,0,,,,0,,,,,,34.53333333333333,-119.95,SANTA BARBARA,CA,,1999,,0,0,0,0,0,0,,,9/3/99,,7,,,,,,13,974,4,8/27/99 0:00,239,190,8/26/99 0:00,238,8/26/99 0:00,238,180,8/26/99 0:00,238,0,"[nan, nan, nan, nan, nan, nan, nan]",,,0,1999_CA-LPF-797_CAMUSA,[119542],1,,238,239,['Natural'],180,"[{'ID': 119542, 'COORDS': (34.51916667, -119.7175), 'CAUSE': 'Natural', 'SIZE': 180.0, 'DISC': 238, 'CONT': 239.0}]","[(34.51916667, -119.7175)]",,1,1,0,119542,34.51916667,-119.7175,,"(34.51916667, -119.7175)",,,,,,
87,1999_CA-LPF-865_KIRK COMPLEX,CA-LPF-865,KIRK COMPLEX,WF,86700,L,TRUE,9/8/99,251,,0,,,,0,N,TRUE,,,,,,Carmel       Big Sur       King City,CA,72280904,1999,,0,0,0,0,0,0,,,1/6/00,,38,,,1200,,1200,556,49198,30,10/7/99 0:00,280,3299,10/6/99 0:00,279,10/6/99 0:00,279,4435,10/5/99 0:00,278,28,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,0,1999_CA-LPF-865_KIRK COMPLEX,"[119524, 119526, 119530, 119531, 119532, 119533, 119534, 119535, 119536, 119537, 119538]",11,"['CA3627912162519990909-KIRK COMPLEX (FIVE)', 'CA3605412146419990913-KIRK COMPLEX (HARE)']",251,323,['Natural'],86617.60000000002,"[{'ID': 119524, 'COORDS': (36.20111111, -121.7), 'CAUSE': 'Natural', 'SIZE': 0.1, 'DISC': 251, 'CONT': 252.0}, {'ID': 119526, 'MTBS_ID': 'CA3627912162519990909(KIRK COMPLEX (FIVE))', 'COORDS': (36.26833333, -121.6172222), 'CAUSE': 'Natural', 'SIZE': 23761.0, 'DISC': 251, 'CONT': 323.0}, {'ID': 119530, 'COORDS': (36.3175, -121.71694440000002), 'CAUSE': 'Natural', 'SIZE': 0.1, 'DISC': 251, 'CONT': 253.0}, {'ID': 119531, 'COORDS': (36.00138889, -121.4838889), 'CAUSE': 'Natural', 'SIZE': 344.0, 'DISC': 251, 'CONT': 254.0}, {'ID': 119532, 'MTBS_ID': 'CA3605412146419990913(KIRK COMPLEX (HARE))', 'COORDS': (36.01694444, -121.50055559999998), 'CAUSE': 'Natural', 'SIZE': 49551.0, 'DISC': 256, 'CONT': 284.0}, {'ID': 119533, 'COORDS': (36.15166667, -121.61694440000001), 'CAUSE': 'Natural', 'SIZE': 0.1, 'DISC': 251, 'CONT': 252.0}, {'ID': 119534, 'COORDS': (36.21777778, -121.7336111), 'CAUSE': 'Natural', 'SIZE': 0.1, 'DISC': 251, 'CONT': 252.0}, {'ID': 119535, 'MTBS_ID': 'CA3627912162519990909(KIRK COMPLEX (FIVE))', 'COORDS': (36.21805556, -121.6344444), 'CAUSE': 'Natural', 'SIZE': 12960.0, 'DISC': 252, 'CONT': 283.0}, {'ID': 119536, 'COORDS': (36.33388889, -121.66805559999999), 'CAUSE': 'Natural', 'SIZE': 0.1, 'DISC': 251, 'CONT': 253.0}, {'ID': 119537, 'COORDS': (36.05138889, -121.5672222), 'CAUSE': 'Natural', 'SIZE': 0.1, 'DISC': 251, 'CONT': 252.0}, {'ID': 119538, 'COORDS': (36.36694444, -121.7338889), 'CAUSE': 'Natural', 'SIZE': 1.0, 'DISC': 251, 'CONT': 253.0}]","[(36.20111111, -121.7), (36.26833333, -121.6172222), (36.3175, -121.71694440000002), (36.00138889, -121.4838889), (36.01694444, -121.50055559999998), (36.15166667, -121.61694440000001), (36.21777778, -121.7336111), (36.21805556, -121.6344444), (36.33388889, -121.66805559999999), (36.05138889, -121.5672222), (36.36694444, -121.7338889)]",KIRK COMPLEX,1,11,2,119532,36.01694444,-121.5005556,CA3605412146419990913(KIRK COMPLEX (HARE)),"(36.01694444, -121.50055559999998)",,,,,,
88,1999_CA-MDF-0146_BELL WEST,CA-MDF-0146,BELL WEST,WF,377,H,FALSE,5/22/99,142,5/25/99,0,,,,0,,,,,,41.43333333333333,-121.45,30 miles west of Canby,CA,,1999,,0,0,0,0,0,0,,,5/31/99,,7,,,,,,5,1773,2,5/23/99 0:00,143,300,5/23/99 0:00,143,5/24/99 0:00,144,252,5/24/99 0:00,144,2,"[nan, nan, nan, nan, nan, nan, nan]",,,0,1999_CA-MDF-0146_BELL WEST,[116615],1,['CA4145612142719990522-BELL WEST'],142,146,['Debris and open burning'],377,"[{'ID': 116615, 'MTBS_ID': 'CA4145612142719990522(BELL WEST)', 'COORDS': (41.435, -121.45888889999999), 'CAUSE': 'Debris and open burning', 'SIZE': 377.0, 'DISC': 142, 'CONT': 146.0}]","[(41.435, -121.45888889999999)]",,1,1,1,116615,41.435,-121.4588889,CA4145612142719990522(BELL WEST),"(41.435, -121.45888889999999)",,,,,,
89,1999_CA-MDF-0598_SHEEP,CA-MDF-0598,SHEEP,WF,676,L,FALSE,8/9/99,221,10-Aug,0,,,,0,,,,,,41.13333333333333,-121.6,14 miles SW of the town of Tule Lake,CA,,1999,,0,0,0,0,0,0,,,8/11/99,,2,,,,,,2,261,2,8/9/99 0:00,221,210,8/9/99 0:00,221,8/11/99 0:00,223,500,8/9/99 0:00,221,2,"[nan, nan]",,,0,1999_CA-MDF-0598_SHEEP,[116679],1,,221,223,['Natural'],676,"[{'ID': 116679, 'COORDS': (41.80055556, -121.60083329999999), 'CAUSE': 'Natural', 'SIZE': 676.0, 'DISC': 221, 'CONT': 223.0}]","[(41.80055556, -121.60083329999999)]",,1,1,0,116679,41.80055556,-121.6008333,,"(41.80055556, -121.60083329999999)",,,,,,
90,1999_CA-MDF-674_CHANDLER,CA-MDF-674,CHANDLER,WF,100,L,FALSE,8/23/99,235,8/23/99,0,,,,0,H,TRUE,,,,41.815,-41.815,,CA,,1999,,0,0,0,0,0,0,,,8/24/99,,2,,,,,,,,,8/23/99 0:00,235,,8/23/99 0:00,235,8/23/99 0:00,235,100,8/23/99 0:00,235,0,"[nan, nan]",,,0,1999_CA-MDF-674_CHANDLER,[116685],1,,234,235,['Natural'],83,"[{'ID': 116685, 'COORDS': (41.815, -121.21472220000001), 'CAUSE': 'Natural', 'SIZE': 83.0, 'DISC': 234, 'CONT': 235.0}]","[(41.815, -121.21472220000001)]",,1,1,0,116685,41.815,-121.2147222,,"(41.815, -121.21472220000001)",,,,,,
91,1999_CA-MDF-683_YELLOW PINE COMPLEX,CA-MDF-683,YELLOW PINE COMPLEX,WF,35238,L,TRUE,8/23/99,235,,0,,,,0,L,TRUE,,,,41.647919,-121.490315,20 miles south of Tulelake CA,CA,1665183,1999,,0,0,0,0,0,0,,,9/2/99,,12,,,,,,18,3010,2,8/25/99 0:00,237,455,8/28/99 0:00,240,8/30/99 0:00,242,7500,8/30/99 0:00,242,7,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,0,1999_CA-MDF-683_YELLOW PINE COMPLEX,"[116604, 116688]",2,"['CA4176612101619990822-PINE', 'CA4177812162219990823-YELLOW PINE COMPLEX (YELLOW)']",234,244,['Natural'],35237,"[{'ID': 116604, 'MTBS_ID': 'CA4176612101619990822(PINE)', 'COORDS': (41.70972222, -121.07333329999999), 'CAUSE': 'Natural', 'SIZE': 30568.0, 'DISC': 234, 'CONT': 244.0}, {'ID': 116688, 'MTBS_ID': 'CA4177812162219990823(YELLOW PINE COMPLEX (YELLOW))', 'COORDS': (41.75305556, -121.6325), 'CAUSE': 'Natural', 'SIZE': 4669.0, 'DISC': 235, 'CONT': 242.0}]","[(41.70972222, -121.07333329999999), (41.75305556, -121.6325)]",YELLOW PINE COMPLEX,1,2,2,116604,41.70972222,-121.0733333,CA4176612101619990822(PINE),"(41.70972222, -121.07333329999999)",,,,,,
92,1999_CA-MNF-351_PASS,CA-MNF-351,PASS,WF,343,H,FALSE,5/22/99,142,5/23/99,0,,,,0,,,,,,39.81666666666667,-122.8666667,Paskenta - 30 miles SW,CA,396200,1999,,0,0,0,0,0,0,,,5/30/99,,7,,,,,,3,1694,1,5/22/99 0:00,142,348,5/24/99 0:00,144,5/23/99 0:00,143,200,5/22/99 0:00,142,1,"[nan, nan, nan, nan, nan, nan, nan]",,,0,1999_CA-MNF-351_PASS,[123104],1,,142,145,['Debris and open burning'],350,"[{'ID': 123104, 'COORDS': (39.83388889, -122.83416670000001), 'CAUSE': 'Debris and open burning', 'SIZE': 350.0, 'DISC': 142, 'CONT': 145.0}]","[(39.83388889, -122.83416670000001)]",,1,1,0,123104,39.83388889,-122.8341667,,"(39.83388889, -122.83416670000001)",,,,,,
93,1999_CA-MNF-505_ERICSON,CA-MNF-505,ERICSON,WF,0,H,FALSE,6/20/99,171,,0,,,,0,H,TRUE,,,,39.46833333,-39.46833333,,CA,,1999,,0,0,0,0,0,0,,,6/21/99,,1,,,,,,,,,6/21/99 0:00,172,,6/21/99 0:00,172,,,0,6/21/99 0:00,172,,[nan],,,0,1999_CA-MNF-505_ERICSON,[123102],1,,171,171,['Arson/incendiarism'],1,"[{'ID': 123102, 'COORDS': (39.46833333, -123.05027779999999), 'CAUSE': 'Arson/incendiarism', 'SIZE': 1.0, 'DISC': 171, 'CONT': 171.0}]","[(39.46833333, -123.05027779999999)]",,1,1,0,123102,39.46833333,-123.0502778,,"(39.46833333, -123.05027779999999)",,,,,,
94,1999_CA-MNF-516_SCOTT,CA-MNF-516,SCOTT,WF,2,H,FALSE,6/23/99,174,6/23/99,0,,,,0,H,TRUE,,,,39.40222222,-39.40222222,Lake Pillsbury Scott dam Lake county,CA,,1999,,0,0,0,0,0,0,,,6/23/99,,1,,,,,,,,,6/23/99 0:00,174,,6/23/99 0:00,174,6/23/99 0:00,174,2,6/23/99 0:00,174,0,[nan],,,0,1999_CA-MNF-516_SCOTT,[123080],1,,174,174,['Arson/incendiarism'],2,"[{'ID': 123080, 'COORDS': (39.40222222, -122.95222220000001), 'CAUSE': 'Arson/incendiarism', 'SIZE': 2.0, 'DISC': 174, 'CONT': 174.0}]","[(39.40222222, -122.95222220000001)]",,1,1,0,123080,39.40222222,-122.9522222,,"(39.40222222, -122.95222220000001)",,,,,,
95,1999_CA-NOD-0886_DODGE,CA-NOD-0886,DODGE,WF,3,H,FALSE,4/23/99,113,4/23/99,0,,,,0,,,,,,40.88333333333333,-120.2,15 miles East of the town of Ravendale,CA,500,1999,,0,0,0,0,0,0,,,4/23/99,,1,,,,,,,25,,4/23/99 0:00,113,25,4/23/99 0:00,113,4/23/99 0:00,113,3,4/23/99 0:00,113,0,[nan],,,0,1999_CA-NOD-0886_DODGE,[221584],1,,113,113,['Smoking'],4,"[{'ID': 221584, 'COORDS': (40.882909999999995, -120.21606000000001), 'CAUSE': 'Smoking', 'SIZE': 4.0, 'DISC': 113, 'CONT': 113.0}]","[(40.882909999999995, -120.21606000000001)]",,1,1,0,221584,40.882909999999995,-120.21606,,"(40.882909999999995, -120.21606000000001)",,,,,,
96,1999_CA-NOD-2073_DRY,CA-NOD-2073,DRY,WF,10000,L,FALSE,7/21/99,202,7/23/99,0,,,,0,,,,,,40.28333333333333,-119.8666667,30 MILES EAST OF SUSANVILLE CALIF,CA,365000,1999,,0,0,0,0,0,0,,,7/23/99,,3,,,,,,3,289,2,7/21/99 0:00,202,269,7/21/99 0:00,202,7/21/99 0:00,202,10000,7/21/99 0:00,202,0,"[nan, nan, nan]",,,0,1999_CA-NOD-2073_DRY,[221790],1,['NV4033611985119990720-DRY'],201,204,['Natural'],10000,"[{'ID': 221790, 'MTBS_ID': 'NV4033611985119990720(DRY)', 'COORDS': (40.29656, -119.87437), 'CAUSE': 'Natural', 'SIZE': 10000.0, 'DISC': 201, 'CONT': 204.0}]","[(40.29656, -119.87437)]",,1,1,1,221790,40.29656,-119.87437,NV4033611985119990720(DRY),"(40.29656, -119.87437)",,,,,,
97,1999_CA-NOD-2298_BUCKHORN COMPLEX,CA-NOD-2298,BUCKHORN COMPLEX,WF,5300,L,TRUE,8/4/99,216,7-Aug,0,,,,0,,,,,,40.8,-120.0833333,"12 miles east of Ravendale, CA",CA,1502446,1999,,0,0,0,0,0,0,,,8/9/99,,4,,,15,,10,11,2047,5,8/5/99 0:00,217,747,8/5/99 0:00,217,8/5/99 0:00,217,5300,8/5/99 0:00,217,1,"[nan, nan, nan, nan]",,,0,1999_CA-NOD-2298_BUCKHORN COMPLEX,"[221829, 221832, 221834, 221835, 221838]",5,['CA4080012010119990804-RAVE'],216,220,['Natural'],5268,"[{'ID': 221829, 'COORDS': (40.7799, -120.12106000000001), 'CAUSE': 'Natural', 'SIZE': 270.0, 'DISC': 216, 'CONT': 220.0}, {'ID': 221832, 'MTBS_ID': 'CA4080012010119990804(RAVE)', 'COORDS': (40.7799, -120.06438), 'CAUSE': 'Natural', 'SIZE': 4820.0, 'DISC': 216, 'CONT': 216.0}, {'ID': 221834, 'COORDS': (40.7799, -120.19606), 'CAUSE': 'Natural', 'SIZE': 1.0, 'DISC': 216, 'CONT': 220.0}, {'ID': 221835, 'COORDS': (40.86656, -120.00771), 'CAUSE': 'Natural', 'SIZE': 7.0, 'DISC': 216, 'CONT': 220.0}, {'ID': 221838, 'COORDS': (40.853229999999996, -120.12106000000001), 'CAUSE': 'Natural', 'SIZE': 170.0, 'DISC': 216, 'CONT': 220.0}]","[(40.7799, -120.12106000000001), (40.7799, -120.06438), (40.7799, -120.19606), (40.86656, -120.00771), (40.853229999999996, -120.12106000000001)]",BUCKHORN COMPLEX,1,5,1,221832,40.7799,-120.06438,CA4080012010119990804(RAVE),"(40.7799, -120.06438)",,,,,,
98,1999_CA-NOD-2758_WIMER,CA-NOD-2758,WIMER,WF,533,L,FALSE,8/23/99,235,8/27/99 2000,0,,,,0,H,TRUE,,,,41.80656,-41.80656,Cedaville,CA,,1999,,0,0,0,0,0,0,,,8/28/99,,3,,,,,,,174,,8/26/99 0:00,238,58,8/26/99 0:00,238,8/26/99 0:00,238,177.66666666666666,8/26/99 0:00,238,3,"[nan, nan, nan]",,,0,1999_CA-NOD-2758_WIMER,[222024],1,,236,240,['Natural'],533,"[{'ID': 222024, 'COORDS': (41.80656, -119.82271999999999), 'CAUSE': 'Natural', 'SIZE': 533.0, 'DISC': 236, 'CONT': 240.0}]","[(41.80656, -119.82271999999999)]",,1,1,0,222024,41.80656,-119.82272,,"(41.80656, -119.82271999999999)",,,,,,
99,1999_CA-NOD-2768_ANNIE,CA-NOD-2768,ANNIE,WF,640,L,FALSE,8/24/99,236,8/26/99 2000,0,,,,0,H,TRUE,,,,41.86989000000001,-41.86989,Cedarville,CA,,1999,,0,0,0,0,0,0,,,8/27/99,,2,,,,,,,132,,8/26/99 0:00,238,66,8/26/99 0:00,238,8/26/99 0:00,238,320,8/26/99 0:00,238,2,"[nan, nan]",,,0,1999_CA-NOD-2768_ANNIE,[222018],1,,235,239,['Natural'],640,"[{'ID': 222018, 'COORDS': (41.869890000000005, -120.08606), 'CAUSE': 'Natural', 'SIZE': 640.0, 'DISC': 235, 'CONT': 239.0}]","[(41.869890000000005, -120.08606)]",,1,1,0,222018,41.869890000000005,-120.08606,,"(41.869890000000005, -120.08606)",,,,,,
100,1999_CA-NOD-3315_LAKE,CA-NOD-3315,LAKE,WF,2400,H,FALSE,9/25/99,268,9/26/99 2000,0,,,,0,,,,,,41.61666666666667,-120.1,Approx. 6 miles northeast of  Cedarville,CA,,1999,,0,0,0,0,0,0,,,9/27/99,,3,,,,,,2,330,1,9/25/99 0:00,268,140,9/25/99 0:00,268,9/27/99 0:00,270,1000,9/25/99 0:00,268,2,"[nan, nan, nan]",,,0,1999_CA-NOD-3315_LAKE,[222109],1,['CA4162412008719990925-LAKE2'],268,270,['Missing data/not specified/undetermined'],2928,"[{'ID': 222109, 'MTBS_ID': 'CA4162412008719990925(LAKE2)', 'COORDS': (41.63718, -120.42458), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 2928.0, 'DISC': 268, 'CONT': 270.0}]","[(41.63718, -120.42458)]",,1,1,1,222109,41.63718,-120.42458,CA4162412008719990925(LAKE2),"(41.63718, -120.42458)",,,,,,
101,1999_CA-PNF-1090_FRRD COMPLEX,CA-PNF-1090,FRRD COMPLEX,WF,3805,L,TRUE,8/23/99,235,,0,,,,0,N,TRUE,,,,,,OROVILLE,CA,5366061,1999,,0,0,0,0,0,0,,,9/2/99,,10,,,,,,51,8110,10,8/28/99 0:00,240,1467,8/30/99 0:00,242,8/29/99 0:00,241,3210,8/25/99 0:00,237,6,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,0,1999_CA-PNF-1090_FRRD COMPLEX,"[121734, 121735, 121736, 121737]",4,"['CA3970712103719990823-FRRD COMPLEX (DEVILS GAP)', 'CA3962812129919990823-FRRD COMPLEX (BEAN)']",235,271,['Natural'],3400,"[{'ID': 121734, 'MTBS_ID': 'CA3970712103719990823(FRRD COMPLEX (DEVILS GAP))', 'COORDS': (39.68444444, -121.0508333), 'CAUSE': 'Natural', 'SIZE': 1450.0, 'DISC': 235, 'CONT': 271.0}, {'ID': 121735, 'COORDS': (39.61805556, -121.08388889999999), 'CAUSE': 'Natural', 'SIZE': 467.0, 'DISC': 235, 'CONT': 249.0}, {'ID': 121736, 'COORDS': (39.83361111, -121.36694440000001), 'CAUSE': 'Natural', 'SIZE': 8.0, 'DISC': 235, 'CONT': 236.0}, {'ID': 121737, 'MTBS_ID': 'CA3962812129919990823(FRRD COMPLEX (BEAN))', 'COORDS': (39.62916667, -121.2913889), 'CAUSE': 'Natural', 'SIZE': 1475.0, 'DISC': 235, 'CONT': 245.0}]","[(39.68444444, -121.0508333), (39.61805556, -121.08388889999999), (39.83361111, -121.36694440000001), (39.62916667, -121.2913889)]",FRRD COMPLEX,1,4,2,121737,39.62916667,-121.2913889,CA3962812129919990823(FRRD COMPLEX (BEAN)),"(39.62916667, -121.2913889)",,,,,,
